StockCode,Description,SETS,Colors,Material,Design,Jewelry,Household,MISC,TotalSales,Quantity,UnitPrice,Price_Category,Sales_Frequency
21895,POTTING SHED SOW 'N' GROW SET,1,0,0,0,0,1,0,12.72,2,6.36,medium,cold
21896,POTTING SHED TWINE,0,0,0,0,0,1,0,2279.09,983,2.41,cheap,warm
21897,POTTING SHED CANDLE CITRONELLA,0,0,0,0,0,1,0,1268.1899999999998,465,2.89,cheap,warm
21898,POTTING SHED ROSE CANDLE,0,0,0,0,0,1,0,1541.11,559,2.42,cheap,warm
21899,GARAGE KEY FOB,0,0,0,0,0,1,0,1761.22,2686,0.87,cheap,reg_seller
21899,"KEY FOB , GARAGE DESIGN",0,0,0,1,0,1,0,1761.22,2686,0.87,cheap,reg_seller
21900,"KEY FOB , SHED",0,0,0,0,0,0,1,2201.07,3235,0.95,cheap,reg_seller
21901,"KEY FOB , BACK DOOR ",0,0,0,0,0,0,1,1280.49,1833,0.89,cheap,reg_seller
21902,"KEY FOB , FRONT  DOOR ",0,0,0,0,0,0,1,1270.8200000000002,1975,0.88,cheap,reg_seller
21903,MAN FLU METAL SIGN,0,0,1,0,0,0,0,2494.3300000000004,1162,2.5,cheap,reg_seller
21904,HOUSE WRECKING METAL SIGN ,0,0,1,0,0,0,0,107.1,54,2.02,cheap,cold
21905,MORE BUTTER METAL SIGN ,0,0,1,0,0,0,0,823.71,761,1.41,cheap,warm
21906,PHARMACIE FIRST AID TIN,0,0,0,0,0,0,1,4470.81,581,9.66,medium,warm
21907,I'M ON HOLIDAY METAL SIGN,0,0,1,1,0,0,0,5031.38,2373,2.3,cheap,reg_seller
21908,CHOCOLATE THIS WAY METAL SIGN,0,0,1,0,0,0,0,7756.420000000001,3773,2.53,cheap,reg_seller
21910,WAY OUT METAL SIGN ,0,0,1,0,0,0,0,59.39999999999999,36,1.65,cheap,cold
21911,GARDEN METAL SIGN ,0,0,1,0,0,1,0,203.21,116,2.03,cheap,warm
21912,VINTAGE SNAKES & LADDERS,0,0,0,1,0,0,0,7062.7,1792,4.91,cheap,reg_seller
21913,VINTAGE SEASIDE JIGSAW PUZZLES,0,0,0,1,0,0,0,1565.83,398,4.37,cheap,warm
21914,BLUE HARMONICA IN BOX ,1,1,0,0,0,0,0,10343.56,7879,1.43,cheap,hot
21915,RED  HARMONICA IN BOX ,1,1,0,0,0,0,0,26331.58,22133,1.42,cheap,best_seller
21916,SET 12 RETRO WHITE CHALK STICKS,1,1,0,0,0,0,0,1973.91,4600,0.55,cheap,reg_seller
21917,SET 12 KIDS  WHITE CHALK STICKS,1,1,0,0,0,0,0,1704.03,4156,0.5,cheap,reg_seller
21918,SET 12 KIDS COLOUR  CHALK STICKS,1,0,0,0,0,0,0,2950.67,7210,0.52,cheap,hot
21922,UNION STRIPE WITH FRINGE  HAMMOCK,0,0,0,0,1,0,0,6952.31,900,9.14,medium,warm
21925,UNION STRIPE CUSHION COVER ,0,0,0,0,0,1,0,503.75,403,1.25,cheap,warm
21926,RED/CREAM STRIPE CUSHION COVER ,0,1,0,0,0,1,0,509.9,414,1.25,cheap,warm
21927,BLUE/CREAM STRIPE CUSHION COVER ,0,1,0,0,0,1,0,771.15,631,1.24,cheap,warm
21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,0,1,0,0,0,0,0,21154.55,10473,2.69,cheap,best_seller
21928,JUMBO BAG SCANDINAVIAN PAISLEY,0,0,0,0,0,0,1,21154.55,10473,2.69,cheap,best_seller
21929,JUMBO BAG PINK VINTAGE PAISLEY,0,1,0,1,0,0,0,23181.14,11007,2.68,cheap,best_seller
21930,JUMBO STORAGE BAG SKULLS,0,0,0,1,0,0,0,14031.16,6450,2.78,cheap,hot
21931,JUMBO STORAGE BAG SUKI,0,0,0,0,0,0,1,30770.12,13654,2.74,cheap,best_seller
21932,SCANDINAVIAN PAISLEY PICNIC BAG,0,0,0,0,0,0,1,5001.98,2724,2.07,cheap,reg_seller
21933,PINK VINTAGE PAISLEY PICNIC BAG,0,1,0,1,0,0,0,4964.03,2676,2.06,cheap,reg_seller
21934,SKULL SHOULDER BAG,0,0,0,1,0,0,0,4480.28,2421,2.14,cheap,reg_seller
21935,SUKI  SHOULDER BAG,0,0,0,0,0,0,1,6298.61,3393,2.34,cheap,reg_seller
21936,RED RETROSPOT PICNIC BAG,0,1,0,1,0,1,0,11671.09,3987,3.71,cheap,reg_seller
21937,STRAWBERRY   PICNIC BAG,0,0,0,1,0,0,0,4901.8,1770,3.38,cheap,reg_seller
21942,SKULLS DESIGN FLANNEL,0,0,0,1,0,0,0,313.01,287,1.33,cheap,warm
21943,CAKES AND RABBITS DESIGN FLANNEL ,0,0,0,1,0,0,0,134.48999999999998,119,1.29,cheap,warm
21944,KITTENS DESIGN FLANNEL,0,0,0,1,0,0,0,310.19,337,1.19,cheap,warm
21945,STRAWBERRIES  DESIGN FLANNEL ,0,0,0,1,0,0,0,373.34,358,1.31,cheap,warm
21946,PARTY TIME DESIGN FLANNEL,0,0,0,1,0,0,0,75.35,86,1.01,cheap,cold
21947,SET OF 6 HEART CHOPSTICKS,1,0,0,1,0,0,0,1142.15,813,1.69,cheap,warm
21948,SET OF 6 CAKE CHOPSTICKS,1,0,0,0,0,0,0,979.48,641,1.9,cheap,warm
21949,SET OF 6 STRAWBERRY CHOPSTICKS,1,0,0,1,0,0,0,1054.44,801,1.81,cheap,warm
21955,DOORMAT UNION JACK GUNS AND ROSES,0,0,0,0,0,1,0,7597.02,1230,9.16,medium,reg_seller
21967,PACK OF 12 SKULL TISSUES,1,0,0,1,0,0,0,1583.41,5275,0.44,cheap,hot
21972,SET OF 36 DINOSAUR PAPER DOILIES,1,0,1,0,0,0,0,499.08,335,1.69,cheap,warm
21973,SET OF 36 MUSHROOM PAPER DOILIES,1,0,1,0,0,0,0,230.55,299,1.4,cheap,warm
21974,SET OF 36 PAISLEY FLOWER DOILIES,1,0,0,1,0,0,0,3545.6,2219,2.14,cheap,reg_seller
21975,PACK OF 60 DINOSAUR CAKE CASES,1,0,0,0,0,0,0,6117.910000000001,12340,0.62,cheap,best_seller
21976,PACK OF 60 MUSHROOM CAKE CASES,1,0,0,0,0,0,0,2886.9500000000003,5230,0.83,cheap,hot
21977,PACK OF 60 PINK PAISLEY CAKE CASES,1,1,0,0,0,0,0,12245.02,24854,0.74,cheap,best_seller
21980,PACK OF 12 RED RETROSPOT TISSUES ,1,1,0,1,0,1,0,2121.76,6687,0.41,cheap,hot
21981,PACK OF 12 WOODLAND TISSUES ,1,0,1,0,0,0,0,1655.36,5482,0.48,cheap,hot
21982,PACK OF 12 SUKI TISSUES ,1,0,0,0,0,0,0,2304.14,7612,0.47,cheap,hot
21983,PACK OF 12 BLUE PAISLEY TISSUES ,1,1,0,0,0,0,0,777.67,2301,0.45,cheap,reg_seller
21984,PACK OF 12 PINK PAISLEY TISSUES ,1,1,0,0,0,0,0,1116.9499999999998,3473,0.47,cheap,reg_seller
21985,PACK OF 12 HEARTS DESIGN TISSUES ,1,0,0,1,0,0,0,2737.63,8803,0.42,cheap,hot
21986,PACK OF 12 PINK POLKADOT TISSUES,1,1,0,1,0,0,0,1197.73,4067,0.43,cheap,reg_seller
21987,PACK OF 6 SKULL PAPER CUPS,1,0,1,1,0,1,0,1346.65,2113,0.77,cheap,reg_seller
21988,PACK OF 6 SKULL PAPER PLATES,1,0,1,1,0,1,0,1862.75,2321,1.02,cheap,reg_seller
21989,PACK OF 20 SKULL PAPER NAPKINS,1,0,1,1,0,0,0,2235.65,2412,1.15,cheap,reg_seller
21990,MODERN FLORAL STATIONERY SET,1,0,0,0,0,0,0,2880.45,1679,1.99,cheap,reg_seller
21991,BOHEMIAN COLLAGE STATIONERY SET,1,0,0,0,0,0,0,1080.82,635,2.0,cheap,warm
21992,VINTAGE PAISLEY STATIONERY SET,1,0,0,1,0,0,0,3529.12,1926,2.05,cheap,reg_seller
21993,FLORAL FOLK STATIONERY SET,1,0,0,0,0,0,0,3363.34,1943,2.02,cheap,reg_seller
22021,BLUE FELT EASTER EGG BASKET,0,1,0,0,0,0,0,610.4499999999999,365,1.74,cheap,warm
22023,EMPIRE BIRTHDAY CARD,0,0,0,1,0,0,0,543.76,1218,0.6,cheap,reg_seller
22024,RAINY LADIES BIRTHDAY CARD,0,0,0,1,0,0,0,1033.81,2430,0.59,cheap,reg_seller
22025,RING OF ROSES BIRTHDAY CARD,0,0,0,1,1,0,0,766.09,1847,0.55,cheap,reg_seller
22026,BANQUET BIRTHDAY  CARD  ,0,0,0,1,0,0,0,717.12,1656,0.57,cheap,reg_seller
22027,TEA PARTY BIRTHDAY CARD,0,0,0,1,0,0,0,1883.79,4392,0.53,cheap,reg_seller
22028,PENNY FARTHING BIRTHDAY CARD,0,0,0,1,0,0,0,1309.18,3054,0.54,cheap,reg_seller
22029,SPACEBOY BIRTHDAY CARD,0,0,0,1,0,0,0,3397.65,8185,0.52,cheap,hot
22030,SWALLOWS GREETING CARD,0,0,0,0,0,0,1,2247.97,5551,0.46,cheap,hot
22031,BOTANICAL LAVENDER BIRTHDAY CARD,0,0,0,1,0,0,0,225.59,504,0.52,cheap,warm
22032,BOTANICAL LILY GREETING CARD,0,0,0,0,0,0,1,181.98,427,0.45,cheap,warm
22033,BOTANICAL ROSE GREETING CARD,0,0,0,0,0,0,1,141.95,337,0.44,cheap,warm
22034,ROBIN CHRISTMAS CARD,0,0,0,1,0,0,0,5.02,22,0.5,cheap,cold
22035,VINTAGE CARAVAN GREETING CARD ,0,0,0,1,0,0,0,622.36,1520,0.56,cheap,reg_seller
22037,ROBOT BIRTHDAY CARD,0,0,0,1,0,0,0,1715.48,3977,0.53,cheap,reg_seller
22038,BOTANICAL LAVENDER GIFT WRAP ,0,0,0,0,0,1,0,199.5,475,0.42,cheap,warm
22039,BOTANICAL LILY GIFT WRAP,0,0,0,0,0,1,0,105.0,250,0.42,cheap,warm
22040,BOTANICAL ROSE GIFT WRAP,0,0,0,0,0,1,0,304.5,725,0.42,cheap,warm
22041,"RECORD FRAME 7"" SINGLE SIZE ",0,0,0,0,0,0,1,11354.56,4374,3.68,cheap,reg_seller
22042,CHRISTMAS CARD SINGING ANGEL,0,0,0,1,0,0,0,173.37,411,0.43,cheap,warm
22043,CHRISTMAS CARD SCREEN PRINT ,0,0,0,1,0,0,0,304.5,1238,0.3,cheap,reg_seller
22044,CHRISTMAS CARD STACK OF PRESENTS,0,0,0,1,0,0,0,196.44,816,0.26,cheap,warm
22045,SPACEBOY GIFT WRAP,0,0,0,0,0,1,0,2683.84,6552,0.42,cheap,hot
22046,TEA PARTY  WRAPPING PAPER ,0,0,1,0,0,0,0,929.0,2250,0.42,cheap,reg_seller
22047,EMPIRE GIFT WRAP,0,0,0,0,0,1,0,1394.5,3425,0.42,cheap,reg_seller
22048,BIRTHDAY BANQUET GIFT WRAP,0,0,0,1,0,1,0,393.5,975,0.42,cheap,warm
22049,WRAP CHRISTMAS SCREEN PRINT,0,0,0,1,0,0,0,296.25,1075,0.27,cheap,reg_seller
22050,PINK PAISLEY ROSE GIFT WRAP,0,1,0,0,0,1,0,498.5,1250,0.41,cheap,reg_seller
22051,BLUE SCANDINAVIAN PAISLEY WRAP,0,1,0,0,0,0,0,420.0,1000,0.42,cheap,warm
22052,VINTAGE CARAVAN GIFT WRAP,0,0,0,1,0,1,0,273.0,650,0.42,cheap,warm
22053,EMPIRE DESIGN ROSETTE,1,0,0,1,0,0,0,3606.42,4244,1.23,cheap,reg_seller
22055,MINI CAKE STAND  HANGING STRAWBERY,0,0,0,0,0,0,1,2086.49,1382,2.07,cheap,reg_seller
22057,CERAMIC PLATE STRAWBERRY DESIGN,0,0,0,1,0,1,0,667.92,584,1.41,cheap,warm
22059,CERAMIC STRAWBERRY DESIGN MUG,0,0,0,1,0,1,0,2094.24,1790,1.6,cheap,reg_seller
22060,LARGE CAKE STAND HANGING HEARTS,0,0,0,1,0,0,0,1118.95,233,5.21,medium,warm
22061,LARGE CAKE STAND  HANGING STRAWBERY,0,0,0,0,0,0,1,4228.01,583,10.29,medium,warm
22062,CERAMIC BOWL WITH LOVE HEART DESIGN,0,0,0,1,0,0,0,682.01,661,1.49,cheap,warm
22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,0,0,0,1,0,0,0,1388.1,590,3.63,cheap,warm
22064,PINK DOUGHNUT TRINKET POT ,0,1,0,0,0,1,0,2556.2,1735,2.13,cheap,reg_seller
22065,CHRISTMAS PUDDING TRINKET POT ,0,0,0,1,0,1,0,3470.83,6763,1.05,cheap,hot
22066,LOVE HEART TRINKET POT,0,0,0,1,0,1,0,1051.05,2255,0.67,cheap,reg_seller
22067,CHOC TRUFFLE GOLD TRINKET POT ,0,0,0,0,0,1,0,645.2199999999999,412,2.06,cheap,warm
22068,BLACK PIRATE TREASURE CHEST,0,1,0,0,0,0,0,863.38,531,2.36,cheap,warm
22069,BROWN  PIRATE TREASURE CHEST ,0,0,0,0,0,0,1,996.8,416,3.19,cheap,warm
22070,SMALL RED RETROSPOT MUG IN BOX ,1,1,0,1,0,1,0,2358.15,949,4.21,cheap,warm
22071,SMALL WHITE RETROSPOT MUG IN BOX ,1,1,0,1,0,1,0,1388.05,730,3.87,cheap,warm
22072,RED RETROSPOT TEA CUP AND SAUCER ,0,1,0,1,0,1,0,2831.17,855,3.95,cheap,warm
22073,RED RETROSPOT STORAGE JAR,0,1,0,1,0,1,0,1343.64,336,4.94,cheap,warm
22074,6 RIBBONS SHIMMERING PINKS ,0,1,0,0,1,0,0,1241.32,1403,1.4,cheap,reg_seller
22075,6 RIBBONS ELEGANT CHRISTMAS ,0,0,0,1,0,0,0,2503.34,1800,1.77,cheap,reg_seller
22076,6 RIBBONS EMPIRE  ,0,0,0,0,0,0,1,1669.5299999999995,1260,1.61,cheap,reg_seller
22077,6 RIBBONS RUSTIC CHARM,0,0,0,0,0,0,1,17205.37,9183,2.21,cheap,hot
22078,RIBBON REEL LACE DESIGN ,0,0,0,1,0,0,0,2948.41,1385,2.61,cheap,reg_seller
22079,RIBBON REEL HEARTS DESIGN ,0,0,0,1,0,0,0,3348.39,1911,2.04,cheap,reg_seller
22080,RIBBON REEL POLKADOTS ,0,0,0,1,0,0,0,2028.23,1222,1.96,cheap,reg_seller
22081,RIBBON REEL FLORA + FAUNA ,0,0,0,0,0,0,1,1193.0,654,2.31,cheap,warm
22082,RIBBON REEL STRIPES DESIGN ,0,0,0,1,0,0,0,4716.33,2713,1.98,cheap,reg_seller
22083,PAPER CHAIN KIT RETROSPOT,0,0,1,1,0,1,0,14159.54,4658,3.76,cheap,reg_seller
22084,PAPER CHAIN KIT EMPIRE,0,0,1,0,0,0,0,15122.97,5266,3.22,cheap,hot
22085,PAPER CHAIN KIT SKULLS ,0,0,1,1,0,0,0,1566.99,548,3.18,cheap,warm
22086,PAPER CHAIN KIT 50'S CHRISTMAS ,0,0,1,1,0,0,0,64952.29,19355,3.36,cheap,best_seller
22087,PAPER BUNTING WHITE LACE,0,1,1,0,0,0,0,11893.23,4097,3.37,cheap,reg_seller
22088,PAPER BUNTING COLOURED LACE,0,1,1,0,0,0,0,5661.05,1894,3.57,cheap,reg_seller
22089,PAPER BUNTING VINTAGE PAISLEY,0,0,1,1,0,0,0,4460.38,1448,3.49,cheap,reg_seller
22090,PAPER BUNTING RETROSPOT,0,0,1,1,0,1,0,22790.960000000003,7588,3.77,cheap,hot
22091,EMPIRE TISSUE BOX,1,0,0,0,0,0,0,1033.22,1991,0.94,cheap,reg_seller
22092,BLUE PAISLEY TISSUE BOX,1,1,0,0,0,0,0,322.18,672,0.57,cheap,warm
22093,MOTORING TISSUE BOX,1,0,0,0,1,0,0,824.08,1835,0.6,cheap,reg_seller
22094,RED RETROSPOT TISSUE BOX,1,1,0,1,0,1,0,1138.2,2172,1.05,cheap,reg_seller
22095,LADS ONLY TISSUE BOX,1,0,0,0,0,0,0,1610.41,1650,1.14,cheap,reg_seller
22096,PINK PAISLEY SQUARE TISSUE BOX ,1,1,0,0,0,0,0,586.82,1373,0.64,cheap,reg_seller
22097,SWALLOW SQUARE TISSUE BOX,1,0,0,0,0,0,0,739.57,1610,0.68,cheap,reg_seller
22098,BOUDOIR SQUARE TISSUE BOX,1,0,0,0,0,0,0,1003.19,1994,0.96,cheap,reg_seller
22099,CARAVAN SQUARE TISSUE BOX,1,0,0,0,0,0,0,804.65,1446,0.95,cheap,reg_seller
22100,SKULLS SQUARE TISSUE BOX,1,0,0,1,0,0,0,356.46000000000004,757,1.18,cheap,warm
22101,MIRROR MOSAIC VOTIVE HOLDER,0,0,0,0,0,0,1,2053.17,1438,2.27,cheap,reg_seller
22102,MIRROR MOSAIC T-LIGHT HOLDER ,0,0,0,0,0,0,1,831.84,1622,2.06,cheap,reg_seller
22103,MIRROR MOSAIC T-LIGHT HOLDER ROUND,0,0,0,0,0,0,1,928.04,1260,2.09,cheap,reg_seller
22104,MIRROR MOSAIC CANDLE PLATE,0,0,0,0,0,1,0,343.71,288,1.58,cheap,warm
22105,MIRROR MOSAIC GOBLET CANDLE HOLDER,0,0,0,0,0,1,0,847.82,574,3.98,cheap,warm
22106,MIRROR MOSAIC HURRICANE LAMP ,0,0,0,0,0,0,1,898.38,349,5.13,medium,warm
22107,PIZZA PLATE IN BOX,1,0,0,0,0,1,0,2158.06,594,4.22,cheap,warm
22108,PING! MICROWAVE PLATE,0,0,0,0,0,1,0,415.09,152,3.11,cheap,warm
22109,FULL ENGLISH BREAKFAST PLATE,0,0,0,0,0,1,0,6928.65,1643,5.47,medium,reg_seller
22110,BIRD HOUSE HOT WATER BOTTLE,0,0,0,1,0,1,0,4914.69,1173,4.05,cheap,reg_seller
22111,SCOTTIE DOG HOT WATER BOTTLE,0,0,0,1,0,1,0,24509.84,4666,5.79,medium,reg_seller
22112,CHOCOLATE HOT WATER BOTTLE,0,0,0,0,0,1,0,32866.18,6026,6.06,medium,hot
22113,GREY HEART HOT WATER BOTTLE,0,1,0,1,0,1,0,12805.33,3231,4.4,cheap,reg_seller
22114,HOT WATER BOTTLE TEA AND SYMPATHY,0,0,0,0,0,1,0,33002.590000000004,5892,5.0,medium,hot
22115,METAL SIGN EMPIRE TEA,0,0,1,0,0,0,0,2020.91,1549,2.35,cheap,reg_seller
22116,METAL SIGN HIS DINNER IS SERVED,0,0,1,0,0,0,0,620.42,575,1.47,cheap,warm
22117,METAL SIGN HER DINNER IS SERVED ,0,0,1,0,0,0,0,3896.45,1504,2.89,cheap,reg_seller
22118,JOY WOODEN BLOCK LETTERS,0,0,1,0,0,0,0,901.46,232,5.14,medium,warm
22119,PEACE WOODEN BLOCK LETTERS,0,0,1,0,0,0,0,1766.57,351,6.3,medium,warm
22120,WELCOME  WOODEN BLOCK LETTERS,0,0,1,0,0,0,0,5276.94,526,10.98,medium,warm
22121,NOEL WOODEN BLOCK LETTERS ,0,0,1,0,0,0,0,2165.65,406,6.71,medium,warm
22123,PING MICROWAVE APRON,0,0,0,0,0,0,1,1069.1699999999998,509,3.0,cheap,warm
22124,SET OF 2 TEA TOWELS PING MICROWAVE,1,0,0,0,0,0,0,309.11,150,2.46,cheap,warm
22125,UNION JACK HOT WATER BOTTLE ,0,0,0,0,0,1,0,139.86,14,7.84,medium,cold
22127,PARTY CONES CARNIVAL ASSORTED,1,0,0,0,0,0,0,504.88,404,2.23,cheap,warm
22128,PARTY CONES CANDY ASSORTED,1,0,0,0,0,0,0,2127.53,1762,1.4,cheap,reg_seller
22129,PARTY CONES CANDY DECORATION,0,0,0,0,0,0,1,1231.52,1194,1.98,cheap,reg_seller
22129,PARTY CONES CANDY TREE DECORATION,0,0,0,1,0,0,0,1231.52,1194,1.98,cheap,reg_seller
22130,PARTY CONE CHRISTMAS DECORATION ,0,0,0,1,0,0,0,2664.63,2277,1.77,cheap,reg_seller
22131,FOOD CONTAINER SET 3 LOVE HEART ,1,0,0,1,0,0,0,3952.19,2039,2.8,cheap,reg_seller
22132,RED LOVE HEART SHAPE CUP,0,1,0,1,0,1,0,939.03,1038,1.21,cheap,reg_seller
22133,PINK LOVE HEART SHAPE CUP,0,1,0,1,0,1,0,770.73,816,1.29,cheap,warm
22134,LADLE LOVE HEART RED ,0,1,0,1,0,0,0,419.42,890,0.65,cheap,warm
22134,MINI LADLE LOVE HEART RED ,0,1,0,1,0,0,0,419.42,890,0.65,cheap,warm
22135,LADLE LOVE HEART PINK,0,1,0,1,0,0,0,322.8,568,0.67,cheap,warm
22135,MINI LADLE LOVE HEART PINK,0,1,0,1,0,0,0,322.8,568,0.67,cheap,warm
22136,LOVE HEART SOCK HANGER,0,0,0,1,0,1,0,680.93,379,2.3,cheap,warm
22137,BATHROOM SET LOVE HEART DESIGN,1,0,0,1,0,1,0,237.98,82,3.12,cheap,cold
22138,BAKING SET 9 PIECE RETROSPOT ,1,0,0,1,0,1,0,24239.72,4948,5.35,medium,reg_seller
22139,RETROSPOT TEA SET CERAMIC 11 PC ,1,0,0,1,0,1,0,22912.81,4606,5.7,medium,reg_seller
22141,CHRISTMAS CRAFT TREE TOP ANGEL,0,0,0,1,0,0,0,6474.290000000001,2796,2.6,cheap,reg_seller
22142,CHRISTMAS CRAFT WHITE FAIRY ,0,1,0,1,0,0,0,4950.54,3264,1.74,cheap,reg_seller
22144,CHRISTMAS CRAFT LITTLE FRIENDS,0,0,0,1,0,0,0,9681.18,4082,2.57,cheap,reg_seller
22145,CHRISTMAS CRAFT HEART STOCKING ,0,0,0,1,0,0,0,63.0,61,0.7,cheap,cold
22146,EASTER CRAFT IVY WREATH WITH CHICK,0,0,0,0,0,0,1,1.95,1,1.95,cheap,cold
22147,FELTCRAFT BUTTERFLY HEARTS,0,0,1,1,0,0,0,8626.939999999999,6230,1.64,cheap,hot
22148,EASTER CRAFT 4 CHICKS ,0,0,0,0,0,0,1,3929.15,1939,2.25,cheap,reg_seller
22149,FELTCRAFT 6 FLOWER FRIENDS,0,0,1,1,0,0,0,12373.88,6158,2.44,cheap,hot
22150,3 STRIPEY MICE FELTCRAFT,0,0,1,0,0,0,0,5925.389999999999,3030,2.27,cheap,reg_seller
22151,PLACE SETTING WHITE HEART,1,1,0,1,0,0,0,6332.29,15150,0.58,cheap,best_seller
22152,PLACE SETTING WHITE STAR,1,1,0,1,0,0,0,1053.5,2408,0.55,cheap,reg_seller
22153,ANGEL DECORATION STARS ON DRESS,0,0,0,1,0,0,0,1134.25,2653,0.55,cheap,reg_seller
22154,ANGEL DECORATION 3 BUTTONS ,0,0,0,0,0,0,1,1638.35,3749,0.54,cheap,reg_seller
22155,STAR DECORATION RUSTIC,0,0,0,1,0,0,0,1134.45,2454,0.58,cheap,reg_seller
22156,HEART DECORATION WITH PEARLS ,0,0,0,1,0,0,0,2114.83,2198,1.17,cheap,reg_seller
22157,ANGEL DECORATION WITH LACE PADDED,0,0,0,0,0,0,1,180.2,243,0.78,cheap,warm
22158,3 HEARTS HANGING DECORATION RUSTIC,0,0,0,1,0,0,0,11944.88,3463,3.34,cheap,reg_seller
22161,HEART DECORATION RUSTIC HANGING ,0,0,0,1,0,0,0,1647.16,5088,0.59,cheap,hot
22162,HEART GARLAND RUSTIC PADDED,0,0,0,1,0,0,0,841.24,266,3.2,cheap,warm
22163,HEART STRING MEMO HOLDER HANGING,0,0,0,1,1,0,0,1042.78,875,1.79,cheap,warm
22164,STRING OF STARS CARD HOLDER,0,0,0,1,1,0,0,250.22000000000003,78,3.53,cheap,cold
22165,"DIAMANTE HEART SHAPED WALL MIRROR, ",0,0,0,1,0,0,0,3328.2,415,11.87,medium,warm
22166,WALL MIRROR RECTANGLE DIAMANTE PINK,0,1,0,0,0,0,0,1614.4,207,12.05,medium,warm
22167, OVAL WALL MIRROR DIAMANTE ,0,0,0,0,0,0,1,2401.07,238,10.7,medium,warm
22168,ORGANISER WOOD ANTIQUE WHITE ,0,1,1,1,0,0,0,1205.3,150,8.27,medium,warm
22169,FAMILY ALBUM WHITE PICTURE FRAME,0,1,0,0,0,0,0,10354.26,1198,10.15,medium,reg_seller
22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,0,0,1,0,0,0,0,6977.6,1068,7.74,medium,reg_seller
22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,0,1,0,1,0,0,0,13746.11,1970,9.93,medium,reg_seller
22173,METAL 4 HOOK HANGER FRENCH CHATEAU,0,0,1,1,0,1,0,7773.7,2473,3.83,cheap,reg_seller
22174,PHOTO CUBE,0,0,0,0,0,0,1,6013.429999999999,3239,2.58,cheap,reg_seller
22175,PINK OWL SOFT TOY,0,1,0,0,0,0,0,2600.13,879,3.46,cheap,warm
22176,BLUE OWL SOFT TOY,0,1,0,0,0,0,0,1539.8300000000002,514,3.28,cheap,warm
22178,VICTORIAN GLASS HANGING T-LIGHT,0,0,1,0,0,0,0,33187.97,24304,1.64,cheap,best_seller
22179,SET 10 LIGHTS NIGHT OWL,1,0,0,0,0,0,0,7232.95,967,8.98,medium,warm
22179,SET 10 NIGHT OWL LIGHTS,1,0,0,0,0,0,0,7232.95,967,8.98,medium,warm
22180,RETROSPOT LAMP,0,0,0,1,0,1,0,3561.34,335,11.43,medium,warm
22181,SNOWSTORM PHOTO FRAME FRIDGE MAGNET,0,0,0,0,0,0,1,500.91,591,1.0,cheap,warm
22182,CAKE STAND VICTORIAN FILIGREE SMALL,0,0,0,0,0,0,1,1430.48,374,4.33,cheap,warm
22183,CAKE STAND VICTORIAN FILIGREE MED,0,0,0,0,0,0,1,1916.01,322,5.96,medium,warm
22184,CAKE STAND VICTORIAN FILIGREE LARGE,0,0,0,0,0,0,1,471.86,56,8.43,medium,cold
22185,SLATE TILE NATURAL HANGING,0,0,0,0,0,0,1,2291.44,1510,1.94,cheap,reg_seller
22186,RED STAR CARD HOLDER,0,1,0,1,0,0,0,1997.48,848,3.04,cheap,warm
22187,GREEN CHRISTMAS TREE CARD HOLDER,0,1,0,1,0,0,0,3245.68,1266,3.94,cheap,reg_seller
22188,BLACK HEART CARD HOLDER,0,1,0,1,0,0,0,12487.17,4871,4.35,cheap,reg_seller
22189,CREAM HEART CARD HOLDER,0,0,0,1,0,0,0,23463.47,8291,4.45,cheap,hot
22190,LOCAL CAFE MUG,0,0,0,0,0,1,0,1057.71,676,2.18,cheap,warm
22191,IVORY DINER WALL CLOCK,0,0,0,0,0,1,0,11971.15,1452,8.85,medium,reg_seller
22192,BLUE DINER WALL CLOCK,0,1,0,0,0,1,0,8189.29,954,9.04,medium,warm
22193,RED DINER WALL CLOCK,0,1,0,0,0,1,0,11882.57,1403,9.24,medium,reg_seller
22194,BLACK DINER WALL CLOCK,0,1,0,0,0,1,0,625.6899999999999,68,9.57,medium,cold
22195,LARGE HEART MEASURING SPOONS,0,0,0,1,1,1,0,3725.61,1979,2.35,cheap,reg_seller
22196,SMALL HEART MEASURING SPOONS,0,0,0,1,1,1,0,2759.26,2853,1.22,cheap,reg_seller
22197,POPCORN HOLDER,0,0,0,0,0,0,1,51354.02,56921,1.04,cheap,best_seller
22197,SMALL POPCORN HOLDER,0,0,0,0,0,0,1,51354.02,56921,1.04,cheap,best_seller
22198,LARGE POPCORN HOLDER ,0,0,0,0,0,0,1,1870.91,1025,2.23,cheap,reg_seller
22199,FRYING PAN RED POLKADOT ,0,1,0,1,0,0,0,1927.84,468,5.27,medium,warm
22199,FRYING PAN RED RETROSPOT,0,1,0,1,0,1,0,1927.84,468,5.27,medium,warm
22200,FRYING PAN PINK POLKADOT,0,1,0,1,0,0,0,1809.48,398,5.91,medium,warm
22201,FRYING PAN BLUE POLKADOT,0,1,0,1,0,0,0,716.8,194,4.25,cheap,warm
22202,MILK PAN PINK POLKADOT,0,1,0,1,0,0,0,319.35,67,5.4,medium,cold
